Char,Diag,wlen
Phoebe," And on my way over here, I stepped in gum. ...What is up with 

the universe?! ",16
Joey," (dragged in by Monica, he has just gotten out of the shower) 

What's going on? ",15
Monica," Nothing. I just think it's nice when we're all here together.

",11
Joey," Even nicer when everyone gets to wear their underwear.. (sits 

down on the couch)",14
Rachel," Oh 

speaking of which, did you tell him that we’re on for the Renaissance Fair next 

weekend?


",17
Monica," Guys, before you get into that, 

there's something that you should know. I mean, there's really no easy way to 

say this.. uh.. I've decided to break up with Alan. ",30
Phoebe," You know.. you let your guard down, you start to really care 

about someone, and I just- I- (starts chewing her hair) ",22
Monica," No!-but that wouldn't be fair 

to me, it wouldn't be fair to Alan- It wouldn't be fair to you! ",19
Ross," Who-who wants fair? Y'know, I just want things back. Y'know, the 

way they were. ",14
Rachel," (tearful) I just can't believe this! I mean, with the holidays 

coming up- I wanted him to meet my family- ",20
Ross," Hey hey, we'll be fine. We're just gonna need a little time. ",12
Rachel," Remember when we went to Central Park and rented boats?.. That 

was fun. ",13
Monica, He said he's really gonna miss you guys. (dubious look) ,10
Chandler," (leaving) I don't care, I don't care! Game's over! I'm weak! 

I've gotta smoke! I've gotta have the smoke! ",19
Phoebe," (shouting as he leaves) If you never smoke again I'll give you 

seven thousand dollars! ",15
Phoebe," Um, not so good. He walked me to the subway and said 'We 

should do this again!' ",17
Rachel," What? He said 'we should do it again', that's good, right? ",11
Monica," Uh, no. Loosely translated 'We should do this again' means 

'You will never see me naked'. ",16
Joey," Since always. It's like dating language. Y'know, like 'It's not 

you' means 'It is you'. ",15
Chandler," Or 'You're such a nice guy' means 'I'm gonna be dating 

leather-wearing alcoholics and complaining about them to you'. ",19
Phoebe," Or, or, y'know, um, 'I think we should see other people' means 

'Ha, ha, I already am'. ",17
Chandler," Yeah, it's like when you're a kid, and your parents put your 

dog to sleep, and they tell you it went off to live on some farm. ",27
Ross," That's funny, that, no, because, uh, our parents actually did, 

uh, send our dog off to live on a farm. ",20
Ross," What? Wh- hello? The Millners' farm in Connecticut? The Millners, 

they had this unbelievable farm, they had horses, and, and rabbits that he could 

chase and it was- it w- .....Oh my God, Chi Chi! ",35
Chandler," ""So how does it feel knowing you're about to die?"" ",10
Joey," ""Warden, in five minutes my pain will be over. But you'll have 

to live with the knowledge that you sent an honest man to die."" ",25
Joey," ""I just wanna go back to my cell. 'Cause in my cell, I can 

smoke."" ",15
Chandler," I think this is probably why Damone smokes in his cell 

alone. ",12
Joey," No no no, I am not giving you a cigarette. ",10
Chandler," It's fine, it's fine. Look, do you wanna get this part, or 

not? Here. ",14
Chandler," Don't think of it as a cigarette. Think of it as the thing 

that's been missing from your hand. When you're holding it, you feel right. You 

feel complete. ",29
Chandler," Nah, not so much. Alright, now we smoke. (Takes a puff.) 

Oh.. my.. God. (He continues to smoke.) ",18
Joey," 

Chandler give me that. (starts chasing him into the kitchen)",10
Chandler," 

No no, you’ve got your options.  You can smoke it like this (demonstrates).


",13
Chandler," 

Or you can hold it in your mouth and smoke it like this (demonstrates).",14
Joey," 
Chandler, give me the cigarette. Give me it, give me 

it!",11
Chandler," 
That’s not bad. All right, now when you’re 

finished it’s really cool if you flick it. You kinda flick it. You flick it. 

(Joey does do) That’s good. Now you keep practicing and uh-I’ll go put out the 

sofa.",39
Chandler," 

 I thought it had to do with size of a guy’s feet.",12
Monica," No, no, no. They say it's the same as the distance from the 

tip of a guy's thumb to the tip of his index finger. ",25
Chandler," 

(comparing the size of his foot with his stretched fingers) I’m going to go with 

the foot theory.",18
Rachel," (carrying a tray of drinks) Alright, don't tell me, don't tell 

me! (Starts handing them out.) Decaf cappucino for Joey.. Coffee black.. Late.. 

And an iced tea. I'm getting pretty good at this! ",33
Phoebe," Yeah- no- I'm just- it's, I haven't worked- It's my bank. ",11
Phoebe," It's nothing, it's just- Okay. I'm going through my mail, and 

I open up their monthly, you know, STATEMENT- ",19
Phoebe, - and there's five hundred extra dollars in my account. ,10
Phoebe," Yes, 'cause now I have to go down there, and deal with them.

",13
Phoebe," It's not mine, I didn't earn it, if I kept it, it would be 

like stealing. ",16
Rachel," Yeah, but if you spent it, it would be like shopping! ",11
Phoebe," Okay. Okay, let's say I bought a really great pair of shoes. 

Do you know what I'd hear, with every step I took? 'Not-mine. Not-mine. 

Not-mine.' And even if I was happy, okay, and, and skipping- 'Not-not-mine, 

not-not-mine, not-not-mine, not-not-mine'... ",40
Phoebe," Okay. I'd- just- I'd never be able to enjoy it. It would be 

like this giant karmic debt. ",18
Phoebe," Oh, I can't believe you! You've been so good, for three years!

",12
Ross," Hold on a second, alright? Just think about what you went 

through the last time you quit. Nah you know what? 

Forget about you! Think about what we went through the last time you quit.


",35
Chandler," All right! I'm putting it out, I'm putting it out. (He drops 

it in Phoebe's coffee.) ",16
Monica," 'S'going pretty good, y'know? It's nice, and, we're having 

fun. ",10
Chandler," What are you talking about? We love Schhteve! Schhteve was 

schhexy!.. Sorry. ",12
Monica," Look, I don't even know how I feel about him yet. Just give me 

a chance to figure that out. ",20
Monica," I mean, why should I let them meet him? I mean, I bring a guy 

home, and within five minutes they're all over him. I mean, they're like- 

coyotes, picking off the weak members of the herd. ",37
Monica," I know. I just wish that once, I'd bring a guy home that they 

actually liked. ",16
Monica," I 

know. I know!  You mind if I whimper a little bit?",12
Monica, (shouts to Chandler) Chandler? Do you promise to be good? ,10
Joey," You can come in, but your filter-tipped little buddy has to stay 

outside! ",13
Phoebe," 'Dear Ms. Buffay. Thank you for calling attention to our 

error. We have credited your account with five hundred dollars. We're sorry for 

the inconvenience, and hope you'll accept this- (Searches in her purse) -football 

phone as our free gift.' Do you believe this?! Now I have a thousand 

dollars, and a football phone! ",54
Monica," (to all) Okay, please be good, please. Just remember 

how much you all like me. ",15
Monica," (to Alan) Thanks. I'll call you tomorrow. (Alan exits, to all) 

Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, 

hmm? ",25
Ross," ...I'll go. Let's start with the way he kept picking at- no, I'm 

sorry, I can't do this, can't do this. We loved him. ",24
Monica," Wait a minute! We're talking about someone that I'm 

going out with? ",12
Chandler," I 

will never look at an olive the same way again.",11
Rachel," And did you notice...? (She spreads her thumb and index 

finger.) ",11
Joey, Know what was great? The way his smile was kinda crooked. ,11
Phoebe," From the nursery rhyme. 'There was a crooked man, Who had a 

crooked smile, Who lived in a shoe, For a... while...' ",22
Ross," ...So I think Alan will become the yardstick against which all 

future boyfriends will be measured. ",16
Rachel," What future boyfriends? Nono, I th- I think this could be, 

y'know, it. ",13
Chandler," Oh, yeah. I'd marry him just for his David Hasselhof 

impression alone. You know I'm gonna be doing that at parties, right? (Does the 

impression) ",25
Ross," He was unbelievable. He was like that-that-that Bugs Bunny 

cartoon where Bugs is playing all the positions, right, but instead of Bugs it 

was first base-Alan, second base-Alan, third base-... ",30
Rachel," I mean, it-it was like, it was like he made us into a team.

",14
Chandler," Yep, we sure showed those Hassidic jewelers a thing or two 

about softball.. ",13
Monica," Can I ask you guys a question? D'you ever think that Alan is 

maybe.. sometimes.. ",15
Rachel," Well, no. That's impossible. You can never be too Alan. ",10
Phoebe," Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, 

I also have something else for you. (She searches in her purse.) ",24
Phoebe," No, but would you like a thousand dollars and a football 

phone? ",12
Phoebe," No, I want you to have it. I don't want it. ",11
Phoebe," Okay, alright, you buy me a soda, and then we're even. Okay?

",12
Phoebe," I know! I know, I opened it up and there it was, just floating 

in there, like this tiny little hitch-hiker! ",21
Chandler," Well, maybe it's a contest, y'know? Like, collect all five?

",10
Chandler," So I have a flaw! Big deal! Like Joey's constant 

knuckle-cracking isn't annoying? And Ross, with his over-pronouncing every 

single word? And Monica, with that snort when she laughs? I mean, what the hell 

is that thing? ...I accept all those flaws, why can't you accept me for this?

",49
Joey," Well, is it, like, a little annoying, or is it like when Phoebe 

chews her hair? ",16
Ross," Oh, now, don't listen to him, Pheebs, I think it's endearing.

",11
Rachel," ""Indeed there isn't""... I should really get back to work. ",10
Phoebe," Yeah, 'cause otherwise someone might get what they actually 

ordered. ",10
Rachel," Ohh-ho-hooohhh. The hair comes out, and the gloves come on.

",10
Monica," Did you ever go out with a guy your friends all really like?

",13
Monica," Okay.. Well, I'm going out with a guy my friends all really 

like. ",13
Monica," Can you believe it? ...Y'know what? I just don't feel the 

thing. I mean, they feel the thing, I don't feel the thing. ",23
Monica," No, he'll be fine. It's the other five I'm worried about. ",11
Chandler," Hey, y'know, I have had it with you guys and your cancer and 

your emphysema and your heart disease. The bottom line is, smoking is cool, and 

you know it. ",30
